  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
      1678       0.22444737       0.22262251       0.23718019       0.29974936       0.29409250       0.58903838       0.53800652
      1679       0.22423733       0.22241162       0.23697601       0.29949266       0.29385698       0.58937339       0.53831368
      1680       0.22375623       0.22192826       0.23651073       0.29890751       0.29332191       0.59012963       0.53900773
      1681       0.22356981       0.22174124       0.23632847       0.29867628       0.29310901       0.59043423       0.53928749
      1682       0.22301789       0.22118700       0.23579278       0.29799922       0.29248847       0.59131447       0.54009602
      1683       0.22267274       0.22084056       0.23545661       0.29757361       0.29209751       0.59187117       0.54060728
      1684       0.22236301       0.22052965       0.23515509       0.29719153       0.29174666       0.59237030       0.54106583
      1685       0.22200490       0.22017056       0.23480386       0.29674261       0.29133252       0.59296417       0.54161209
      1686       0.22151332       0.21967721       0.23432466       0.29613343       0.29077265       0.59376145       0.54234502
      1687       0.22118980       0.21935265       0.23400836       0.29573124       0.29040231       0.59429052       0.54283113
      1688       0.22064580       0.21880635       0.23348041       0.29506248       0.28978937       0.59515862       0.54362884
      1689       0.22042255       0.21858239       0.23326207       0.29478538       0.28953413       0.59552329       0.54396365
      1690       0.21990955       0.21806721       0.23276434       0.29415551       0.28895691       0.59634029       0.54471415
      1691       0.21970821       0.21786388       0.23257688       0.29389141       0.28872239       0.59672925       0.54508547
      1692       0.21938626       0.21753937       0.23227281       0.29347962       0.28835283       0.59730832       0.54563160
      1693       0.21916376       0.21731499       0.23206340       0.29318606       0.28809024       0.59773930       0.54604179
      1694       0.21861050       0.21675843       0.23153322       0.29248529       0.28745458       0.59869711       0.54693646
      1695       0.21823519       0.21638056       0.23117572       0.29200322       0.28701936       0.59937110       0.54757040
      1696       0.21779123       0.21593297       0.23075706       0.29143143       0.28650677       0.60017962       0.54833501
      1697       0.21746332       0.21560285       0.23044462       0.29100549       0.28612226       0.60078313       0.54890433
      1698       0.21700525       0.21514112       0.23001207       0.29041628       0.28559349       0.60161406       0.54968950
      1699       0.21649629       0.21462817       0.22953098       0.28976650       0.28500980       0.60252048       0.55054398
      1700       0.21601778       0.21414609       0.22907740       0.28916804       0.28447075       0.60333191       0.55130347
      1701       0.21556508       0.21368957       0.22865125       0.28858835       0.28395151       0.60414585       0.55207297
      1702       0.21499636       0.21311717       0.22810828       0.28787269       0.28330364       0.60511301       0.55297659
      1703       0.21471361       0.21283135       0.22784697       0.28750265       0.28297650       0.60565566       0.55349656
      1704       0.21425726       0.21237118       0.22741726       0.28691735       0.28245206       0.60647558       0.55427210
      1705       0.21393981       0.21205120       0.22711738       0.28650990       0.28208615       0.60704592       0.55481090
      1706       0.21335799       0.21146633       0.22655689       0.28578342       0.28142392       0.60800517       0.55570065
      1707       0.21303061       0.21113742       0.22624020       0.28536300       0.28104001       0.60857810       0.55623564
      1708       0.21239788       0.21050165       0.22562863       0.28456916       0.28031475       0.60962821       0.55720936
      1709       0.21208454       0.21018700       0.22532446       0.28416240       0.27994255       0.61018606       0.55773100
      1710       0.21152263       0.20962262       0.22477977       0.28344940       0.27929004       0.61113624       0.55861383
      1711       0.21103072       0.20912814       0.22430584       0.28283167       0.27872693       0.61195564       0.55937517
      1712       0.21057738       0.20867300       0.22386496       0.28226897       0.27821020       0.61268283       0.56004445
      1713       0.21021266       0.20830714       0.22350831       0.28181062       0.27778788       0.61328038       0.56059501
      1714       0.20974203       0.20783399       0.22305517       0.28121894       0.27724871       0.61406511       0.56132459
      1715       0.20942790       0.20751869       0.22274923       0.28082708       0.27688853       0.61457233       0.56179175
      1716       0.20897020       0.20706100       0.22229147       0.28028088       0.27637517       0.61521336       0.56236032
      1717       0.20859317       0.20668559       0.22190314       0.27982863       0.27594067       0.61572487       0.56280391
      1718       0.20793977       0.20603191       0.22125170       0.27902786       0.27519110       0.61670372       0.56368482
      1719       0.20752743       0.20562024       0.22083469       0.27852772       0.27471759       0.61729463       0.56420820
      1720       0.20688459       0.20497679       0.22019605       0.27774625       0.27398757       0.61824168       0.56505916
      1721       0.20652819       0.20462106       0.21983500       0.27731948       0.27358259       0.61873379       0.56549115
